Annual,APR,AUG,DEC,FEB,JAN,JUL,JUN,Jan-Feb,Jun-Sep,MAR,MAY,Mar-May,NOV,Number of Records,OCT,Oct-Dec,SEP,Subdivision,Year
4959.3,219.7,492.1,71.9,90.3,55.4,1506.1,1432.8,145.7,3896.1,81.1,286.4,587.2,12.2,1,246.2,330.3,465.1,ARUNACHAL PRADESH,1964
2196.8,254.4,351.3,4.9,120.7,37.4,315.8,404.7,158.1,1244.7,103.7,306.9,665,72.6,1,51.5,129,172.9,ARUNACHAL PRADESH,1965
2209.6,180.2,411.6,6.3,91.5,22.4,432.7,473.2,113.8,1515.1,98.4,177.9,456.5,39,1,78.9,124.2,197.6,ARUNACHAL PRADESH,1966
1668.5,96.6,220.8,11.5,45.5,13.3,434.5,253.1,58.8,1121.2,147.9,164,408.5,10,1,58.5,80,212.8,ARUNACHAL PRADESH,1967
2139,117.6,227.5,8.4,41.4,54.2,404.8,510.1,95.7,1385.9,135.9,307.2,560.7,12.5,1,75.8,96.8,243.5,ARUNACHAL PRADESH,1968
1877.7,127,333.9,15.1,10,19.2,405.1,412.3,29.2,1392.7,33.8,202.3,363.1,34.8,1,42.9,92.8,241.4,ARUNACHAL PRADESH,1969
1973.4,108.8,245.4,0,78.8,49.2,377.9,409.6,128,1320.2,57.4,213.4,379.7,6.9,1,138.6,145.5,287.4,ARUNACHAL PRADESH,1970
2184.5,121.8,288.2,7.3,67.8,56,385.5,446,123.8,1359.3,47.1,222.4,391.3,67.8,1,235.1,310.2,239.6,ARUNACHAL PRADESH,1971
2281.3,231.5,270.7,21.5,114.2,39.2,438.3,314.4,153.5,1357.9,108.3,299.5,639.3,25.9,1,83.3,130.7,334.5,ARUNACHAL PRADESH,1972
2457.5,215.3,271.3,35.4,147.1,136.4,284.8,571.1,283.5,1385.5,82.3,256.5,554,88.9,1,110.2,234.4,258.3,ARUNACHAL PRADESH,1973
3063.9,272.6,446.8,30.3,95.4,130.9,648.9,466.7,226.3,2023.5,127.8,248.3,648.7,14,1,121.1,165.4,461.2,ARUNACHAL PRADESH,1974
2213.3,165.1,185.2,13.6,76.9,17.3,427,268.5,94.2,1177.7,101.7,188,454.8,21.5,1,451.6,486.6,297,ARUNACHAL PRADESH,1975
2419.5,229.3,357.4,45.6,112.9,8.9,375.4,506.3,121.8,1416.7,168,210.7,608,87.9,1,139.7,273.1,177.5,ARUNACHAL PRADESH,1976
3774.3,560.2,610.1,77.7,133.5,71.2,484.7,543.5,204.6,1950.2,209.3,417.8,1187.3,141,1,213.5,432.2,311.9,ARUNACHAL PRADESH,1977
2531,216.4,172.4,2.5,82.2,37.1,357.5,577.2,119.3,1417.4,150.6,345.6,712.6,146.1,1,133,281.6,310.4,ARUNACHAL PRADESH,1978
2773.6,158.8,296.9,81.2,81.6,47.4,665.4,239.4,129,1619.2,138.2,210.3,507.2,27.4,1,409.6,518.3,417.5,ARUNACHAL PRADESH,1979
3215.3,372,544.7,0.2,130.4,65.6,514.1,530.9,195.9,1957.1,251.4,245.5,868.9,7.8,1,185.4,193.3,367.4,ARUNACHAL PRADESH,1980
2790.9,197.4,360.6,55.5,136.1,93.1,549.3,494.9,229.2,1667.4,255.2,285,737.6,29.3,1,71.8,156.7,262.6,ARUNACHAL PRADESH,1981
2779.5,335.3,197,62.2,100.4,6.4,593,429.8,106.8,1746.4,151.2,241.4,727.9,53.8,1,82.3,198.3,526.6,ARUNACHAL PRADESH,1982
3335.3,351.2,389.9,40.8,171.1,65.4,563.2,551,236.5,1980.6,217.6,301.9,870.7,14.9,1,191.7,247.4,476.4,ARUNACHAL PRADESH,1983
3278,389.3,309.2,89.5,42.8,98.1,671,417.3,140.8,1853,166.9,448.7,1004.9,5.7,1,184.1,279.3,455.5,ARUNACHAL PRADESH,1984
3266.2,347.1,326.3,48.8,81,54.1,657.8,506,135,1992.2,255.6,345.5,948.2,25.4,1,116.6,190.7,502.2,ARUNACHAL PRADESH,1985
2495.6,335.3,355.3,14,90.1,19.3,453.7,402.5,109.5,1599.1,122.8,101.8,559.8,36.6,1,176.6,227.2,387.6,ARUNACHAL PRADESH,1986
3433.2,352,558.8,39.6,72.5,3.7,754.9,501.5,76.2,2461.9,147.7,230.8,730.4,24.1,1,101.1,164.8,646.6,ARUNACHAL PRADESH,1987
4155.3,278.9,815.6,13.1,118.3,50.9,868.1,287,169.2,2457,250.7,535.9,1065.4,34.2,1,416.4,463.6,486.3,ARUNACHAL PRADESH,1988
3281.6,388.7,305.3,19.6,171.9,52.6,640.7,484.2,224.5,1956.8,92.9,239.7,721.2,77.9,1,281.7,379.1,526.5,ARUNACHAL PRADESH,1989
3604,289.9,352.8,19.7,112.4,54.8,534,857.2,167.2,2369.5,149,366.2,805.1,2,1,240.6,262.3,625.5,ARUNACHAL PRADESH,1990
3434.4,193.3,603.4,80.8,86,24.9,607.7,608.3,110.9,2303.9,110.7,423.7,727.7,22.2,1,189,291.9,484.5,ARUNACHAL PRADESH,1991
2707,196.4,294.3,8.9,128.9,33.2,557.2,522.9,162.1,1702.7,184.6,239.2,620.3,11.5,1,201.5,221.8,328.2,ARUNACHAL PRADESH,1992
3348.9,130.6,691.9,7.5,125.4,95.7,619.2,569.5,221.1,2203.7,134.4,408.3,673.3,14.7,1,228.6,250.8,323.1,ARUNACHAL PRADESH,1993
2287.4,232.1,280.2,6.2,72.6,48.2,233,416.1,120.8,1154.4,215.3,382.9,830.3,14.1,1,161.6,181.9,225,ARUNACHAL PRADESH,1994
3068.8,198.8,328.8,32.6,79.9,20.6,714.5,686.9,100.5,2155.2,84.3,363.9,647.1,51,1,82.4,166,425.1,ARUNACHAL PRADESH,1995
2520.5,171.4,372.1,1.4,56.2,35.7,593,316.2,91.8,1472.5,163.6,398.2,733.1,9.1,1,212.5,223,191.2,ARUNACHAL PRADESH,1996
2274.9,94.7,237,26.3,68.5,26.2,395.2,548,94.6,1583.7,158.5,212.6,465.8,45.9,1,58.5,130.7,403.5,ARUNACHAL PRADESH,1997
3616.7,125,807,2.5,78.8,26.7,823.8,839.8,105.6,2707.4,193.6,275,593.6,20.5,1,187.2,210.2,236.8,ARUNACHAL PRADESH,1998
2316.6,159.6,438.1,4.3,6.1,7.9,376.9,450,14,1519,40.4,343.2,543.2,28.3,1,207.9,240.4,254,ARUNACHAL PRADESH,1999
2596.8,293.8,387.4,9.6,47.1,54.1,395.4,459.8,101.2,1650,139.9,267.2,700.8,53.9,1,81.3,144.8,407.4,ARUNACHAL PRADESH,2000
2036,229.9,279.9,14.9,66.6,53.1,302.6,277.2,119.7,1147.8,134.9,195.6,560.5,19.3,1,173.8,208,288.1,ARUNACHAL PRADESH,2001
2389.2,248.2,290.7,17.9,37.2,74.2,604,396.8,111.4,1549.4,126.3,197.1,571.6,45,1,94,156.9,257.9,ARUNACHAL PRADESH,2002
2451.8,182,327.2,16.2,83.2,22.9,645.3,424.3,106.1,1656.6,109.6,173.5,465.2,25,1,182.6,223.9,259.9,ARUNACHAL PRADESH,2003
2545.7,210.2,243,15.2,39.1,38,654.3,402.9,77.1,1578.7,175.5,298.7,684.3,5.6,1,184.8,205.6,278.5,ARUNACHAL PRADESH,2004
2335.5,195.3,400,3.3,167.6,48.4,430.8,269.3,216,1343.7,229.5,179.8,604.6,28.6,1,139.3,171.2,243.6,ARUNACHAL PRADESH,2005
2259.6,202.7,227.6,21.7,103.7,6,382.2,520.4,109.7,1393.5,63.3,321.7,587.7,69.7,1,77.2,168.7,263.2,ARUNACHAL PRADESH,2006
3020.7,292.4,364.6,6.9,97.4,13.4,761,530.2,110.8,2185.1,48.1,250.4,590.9,24.3,1,102.6,133.9,529.3,ARUNACHAL PRADESH,2007
2244.4,192.4,439.3,2.6,39.7,76.7,456.1,423.6,116.4,1508.7,122.6,185,499.9,1.7,1,115.1,119.4,189.7,ARUNACHAL PRADESH,2008
1749.9,132.7,370.3,15.9,92.8,18,329.9,259.1,110.8,1111.8,72.1,189.9,394.7,33.9,1,82.9,132.7,152.5,ARUNACHAL PRADESH,2009
2855.7,466.9,321.5,14.2,13.2,0.6,378,509.9,13.9,1653.6,237.8,312.7,1017.5,58.9,1,97.7,170.9,444.2,ARUNACHAL PRADESH,2010
2193.7,240.8,277.6,15.2,51.3,40,531.4,288.4,91.4,1384.2,174.5,219.6,634.9,16.2,1,51.9,83.3,286.7,ARUNACHAL PRADESH,2011
3440.3,403.4,316,26.2,35.8,57.8,638.9,645.8,93.6,2325.6,134.2,187.4,724.9,22,1,248.1,296.3,724.9,ARUNACHAL PRADESH,2012
2042.9,175.1,230.2,14.6,40.5,18.5,329.6,290,59,1165.9,115.1,335.8,626,13.3,1,164.1,192,316.1,ARUNACHAL PRADESH,2013
2403.2,86.7,599.6,10.2,101.9,19,392.4,415.8,120.9,1750.8,80.3,299,466,20.1,1,35.1,65.4,343,ARUNACHAL PRADESH,2014
2767.5,287.1,595.5,29.8,47.5,30.8,329.3,637.9,78.3,1936.9,97.5,238.9,623.5,33.8,1,65.2,128.8,374.2,ARUNACHAL PRADESH,2015
2498.6,223,464.1,1.2,19.5,27.1,430.6,524.9,46.6,1710.9,30.6,207,460.5,115.6,1,163.7,280.5,291.4,ASSAM & MEGHALAYA,1901
2952.1,350,536,1.3,10.2,9.3,510.8,620.7,19.4,2108.9,105.6,262.1,717.6,7.8,1,97,106.2,441.3,ASSAM & MEGHALAYA,1902
2544.7,140.6,551.9,1.3,25.4,19.9,362.7,607.4,45.4,1828.5,103.6,206.6,450.8,59.3,1,159.5,220.1,306.4,ASSAM & MEGHALAYA,1903
2664.1,457.1,438.8,2.5,56.1,11.1,477.6,385.7,67.1,1548,51.9,375.2,884.2,46.4,1,115.9,164.8,245.9,ASSAM & MEGHALAYA,1904
2790.6,213,649.1,24.8,16.9,19.9,439.1,521.7,36.8,1886,137.9,275.5,626.3,16.8,1,200,241.6,276,ASSAM & MEGHALAYA,1905
2663.4,263.5,585.9,0.2,59.2,9.7,541.8,388.4,68.9,1780.4,88.4,271.3,623.3,24.9,1,165.7,190.8,264.2,ASSAM & MEGHALAYA,1906
2521.1,254.8,304.2,13.8,37.2,55.8,578.9,509.8,93,1793.8,109.7,213.7,578.1,4.8,1,37.6,56.2,401,ASSAM & MEGHALAYA,1907
2277.8,176.6,339.4,0,25.1,16.2,477.2,390.8,41.3,1610.8,20.7,332.7,530,3.8,1,91.9,95.7,403.4,ASSAM & MEGHALAYA,1908
2377,195,445.2,6.3,8.9,19,345,639.4,27.9,1646,4.4,310.4,509.8,24.6,1,162.4,193.3,216.4,ASSAM & MEGHALAYA,1909
2887.3,211.5,418.3,4.3,32.1,9.2,738.3,582.5,41.3,1986.9,152.8,274.6,638.9,16.2,1,199.7,220.2,247.8,ASSAM & MEGHALAYA,1910
3096.2,234,417.1,3,19,74.2,618.6,534,93.2,1957.5,93,431.7,758.7,26.3,1,257.4,286.8,387.8,ASSAM & MEGHALAYA,1911
2743.5,301,453.4,9.5,57.8,9,567,482.7,66.8,1739.9,126.1,250.2,677.4,68.4,1,181.5,259.5,236.8,ASSAM & MEGHALAYA,1912
2760.5,334.2,354,45.6,90.2,11.9,438,458.6,102.2,1529.7,118.4,392.3,844.9,10.4,1,227.7,283.7,279.2,ASSAM & MEGHALAYA,1913
2343.8,219.6,472.9,7.4,79.1,6.3,396.4,403.9,85.5,1565.4,69.9,317.9,607.4,10.6,1,67.6,85.6,292.3,ASSAM & MEGHALAYA,1914
3165.1,201.9,529.1,4.4,58.9,9.3,738.2,509.1,68.2,2035.1,74.4,662.9,939.2,10,1,108.2,122.6,258.8,ASSAM & MEGHALAYA,1915
2601.1,227.9,430.7,6.3,28,20,475.3,367.3,48,1582.1,118.4,340.6,686.9,32.8,1,244.9,284,308.8,ASSAM & MEGHALAYA,1916
2519.9,168.8,346.3,1.4,91.6,12.8,472.8,584.7,104.4,1717.4,38.7,206.2,413.6,46.4,1,236.6,284.4,313.7,ASSAM & MEGHALAYA,1917
3106.8,152.2,604.8,1.1,16.1,4.6,805,659.4,20.7,2442.5,125.5,287.4,565.1,6.8,1,70.7,78.6,373.2,ASSAM & MEGHALAYA,1918
2344.2,162.1,249.1,3.6,12.4,13.1,459,485.5,25.5,1635.3,22.6,266.9,451.6,42.5,1,185.7,231.9,441.6,ASSAM & MEGHALAYA,1919
2623.6,184.8,521.5,1.8,51,4.8,309.8,523.8,55.8,1737.6,228.1,282.7,695.6,3.3,1,129.5,134.6,382.6,ASSAM & MEGHALAYA,1920
2999.7,324.6,429.4,10.3,20.3,35.1,542.2,604.9,55.4,1909.8,134.1,414.8,873.6,8.5,1,142.1,160.9,333.2,ASSAM & MEGHALAYA,1921
2261.9,168.7,379.4,9.4,4.9,16.6,418.4,548.9,21.4,1612.3,77.8,233.1,479.6,9.3,1,129.9,148.7,265.6,ASSAM & MEGHALAYA,1922
2440.6,258.1,267.2,5.9,59.6,0.4,375.4,588.6,60,1592.1,17.1,397.8,673,11.2,1,98.2,115.4,360.9,ASSAM & MEGHALAYA,1923
2691.4,221.9,434,0.2,22.7,10.6,609,473.9,33.3,1862.8,20,299.4,541.3,126.9,1,127,254,346,ASSAM & MEGHALAYA,1924
2550.5,278.3,400.7,0.2,21.5,26.4,411.1,330.8,47.9,1465,53.8,602.2,934.2,13.7,1,89.5,103.4,322.3,ASSAM & MEGHALAYA,1925
2511.7,140.8,354.7,33.6,23.2,23.4,576.5,559.3,46.6,1679.7,156.9,253.9,551.6,6.4,1,193.7,233.8,189.2,ASSAM & MEGHALAYA,1926
2793.1,265.2,366.4,0.2,60.5,33.8,447.7,573.9,94.3,1937.9,66,238.4,569.7,29.8,1,161.2,191.2,549.8,ASSAM & MEGHALAYA,1927
2634.3,138.9,448.2,1.5,21.1,8.3,428.1,420.6,29.4,1640.5,61,446.5,646.4,21.6,1,294.8,317.9,343.5,ASSAM & MEGHALAYA,1928
2953.8,321.7,333.2,22.1,3.8,83.9,385,643.4,87.7,1654.4,84.1,570.2,976,17.6,1,196,235.7,292.8,ASSAM & MEGHALAYA,1929
2550.7,199.4,438.5,6.2,41,18,287.8,686.9,59,1712.4,99.8,209.8,509,114.4,1,149.9,270.4,299.1,ASSAM & MEGHALAYA,1930
2800.1,294.7,282,16.3,29.2,7.6,654.6,605.6,36.7,1872.4,47.6,374,716.3,21.6,1,136.7,174.7,330.2,ASSAM & MEGHALAYA,1931
2888.7,163.2,467.3,20.6,36.7,14.9,454.6,628.5,51.5,1906.3,59.1,488.6,711,90.9,1,108.4,219.9,355.8,ASSAM & MEGHALAYA,1932
2339.1,214.4,501.7,2.7,29,10.3,427.1,477.2,39.2,1649.2,16.7,286.7,517.7,8.1,1,122.1,132.9,243.1,ASSAM & MEGHALAYA,1933
3074.9,301.2,361.8,6.3,68.2,18.5,553.2,754.5,86.8,1916.3,27.1,444.6,773,59.8,1,232.8,298.9,246.8,ASSAM & MEGHALAYA,1934
2678.4,122.1,573.9,2.9,53.2,3.4,395.2,696.9,56.6,2001,66.5,381.5,570.1,19.8,1,28.1,50.8,335,ASSAM & MEGHALAYA,1935
2671.3,217.8,356.4,23.2,58.7,13.6,559.9,456.1,72.2,1655.9,75.7,422.8,716.3,24,1,179.6,226.8,283.5,ASSAM & MEGHALAYA,1936
2324.6,97.4,480.5,4.9,51.1,2.2,409.2,422.5,53.3,1590.3,19.3,406.6,523.4,13.5,1,139.3,157.6,278.1,ASSAM & MEGHALAYA,1937
2786.5,202,435.2,0.6,16.2,27.2,510.6,581,43.4,1958.2,138,247.3,587.3,55.2,1,141.8,197.6,431.4,ASSAM & MEGHALAYA,1938
2401.6,178.3,224.9,1.9,33.6,1.5,484.9,533.7,35.1,1632.5,11.2,349.6,539.2,2.8,1,190.1,194.9,389,ASSAM & MEGHALAYA,1939
2451.6,72.6,330.8,9.5,57.9,1.5,435.4,500.5,59.4,1620.3,180.8,391.9,645.3,19,1,98.1,126.6,353.7,ASSAM & MEGHALAYA,1940
2709.5,245.1,361.8,9.9,32.7,4.5,409.4,541.7,37.2,1681,53.8,522.4,821.2,16.7,1,143.3,170,368.1,ASSAM & MEGHALAYA,1941
2677,233.5,328.8,0,25.3,7.4,332.9,618.8,32.7,1743.4,130.9,469.1,833.5,27.5,1,40,67.5,462.9,ASSAM & MEGHALAYA,1942
2703.7,247.7,417.9,6.2,34.1,54.4,391.9,513.3,88.4,1688.1,170.6,406.6,824.9,9.4,1,86.7,102.3,365,ASSAM & MEGHALAYA,1943
2524.3,139,304.1,9.9,21.3,39.2,386.9,490.6,60.4,1637.2,62.9,518,719.9,7.2,1,89.7,106.8,455.6,ASSAM & MEGHALAYA,1944
2665.7,139.5,493.5,2.9,39.7,37,507.7,500.5,76.7,1785,67.5,396.5,603.5,1.1,1,196.6,200.5,283.2,ASSAM & MEGHALAYA,1945
2679.5,178.5,297.9,1.4,19.4,0.4,547,582.6,19.8,1694.2,102.6,328,609.2,8.6,1,346.3,356.4,266.8,ASSAM & MEGHALAYA,1946
2643.3,243.4,285,13.1,9,3.9,570.8,486.4,12.9,1704.6,83.9,380.2,707.6,3,1,202.2,218.3,362.3,ASSAM & MEGHALAYA,1947
3185.4,260.4,448.3,7.8,42.4,10.1,534.8,599.4,52.5,1896.8,59.5,681.2,1001.1,50.6,1,176.6,234.9,314.4,ASSAM & MEGHALAYA,1948
2983.4,371,461.9,11.1,23.1,22.9,444.1,683.4,45.9,1982.1,76,335.9,782.9,13,1,148.3,172.4,392.6,ASSAM & MEGHALAYA,1949
2392.4,112.9,490.9,3.9,51.2,21.2,389.5,562,72.5,1643.1,93.5,282.1,488.5,49.9,1,134.6,188.4,200.7,ASSAM & MEGHALAYA,1950
2613.8,242.9,387.4,5.8,3.3,4.9,550.5,588.8,8.2,1736.3,53.5,250.4,546.9,46.2,1,270.5,322.5,209.7,ASSAM & MEGHALAYA,1951
2851.3,155.9,467.6,2.1,10.4,4.4,573.9,399.9,14.8,1785.2,107.5,465.6,729,43.2,1,277.1,322.4,343.7,ASSAM & MEGHALAYA,1952
2559.9,157.4,284.5,13.1,13.3,18,461.9,405.5,31.3,1603.4,227.3,377.7,762.4,5.8,1,144,162.9,451.5,ASSAM & MEGHALAYA,1953
2859.1,266,427.3,24.5,45.7,22,572.2,594.3,67.6,1812.6,40.6,490.3,796.9,2,1,155.5,182,218.8,ASSAM & MEGHALAYA,1954
2761.2,210.2,415.8,8.5,9.5,9.2,567,546.5,18.7,1812.6,143.5,328.8,682.5,89.6,1,149.3,247.4,283.3,ASSAM & MEGHALAYA,1955
2802.9,204.8,382.1,9.6,3.2,29.8,440.3,712.4,33,1706.7,121.7,533.5,859.9,44.3,1,149.3,203.3,171.9,ASSAM & MEGHALAYA,1956
2257.2,136,366.6,10.7,33.5,66.9,407.2,446,100.4,1428.6,20.1,449.2,605.4,12.2,1,99.9,122.8,208.7,ASSAM & MEGHALAYA,1957
2626.4,192.4,546.9,18.7,44.2,18.8,361.1,393.2,63,1579.8,10.3,545.2,747.9,4.6,1,212.4,235.7,278.7,ASSAM & MEGHALAYA,1958
2535.8,144.1,255.9,0.2,45.6,30.8,364.2,517.6,76.4,1424.6,109.9,470.6,724.6,8.3,1,301.7,310.1,286.8,ASSAM & MEGHALAYA,1959
2342.2,45.9,349.2,3.9,11.1,0.1,553.7,454.8,11.2,1837,38.7,315.2,399.9,29.3,1,60.9,94,479.4,ASSAM & MEGHALAYA,1960
2195.3,123,347.4,6.9,19.7,11.5,352.9,335.4,31.2,1261.7,253.8,355.8,732.6,34.8,1,128.1,169.8,226.1,ASSAM & MEGHALAYA,1961
2295.9,134.7,509.8,5.8,27.6,24.9,338.8,601.4,52.5,1587.3,17.3,369,521.1,11.1,1,118.2,135,137.4,ASSAM & MEGHALAYA,1962
2511.8,183.3,432,7.2,7.9,3.3,557.3,596,11.2,1797.1,51.1,288.4,522.8,29.4,1,144.1,180.7,211.7,ASSAM & MEGHALAYA,1963
2729.6,268.3,340.4,12.8,22.6,9.6,600.3,557.9,32.2,1824.8,80.7,297.4,646.4,8.3,1,205.1,226.2,326.3,ASSAM & MEGHALAYA,1964
2398.9,158.2,422.1,12.5,73.6,5.1,399.6,501,78.7,1626.7,52.5,327.1,537.7,60.8,1,82.4,155.7,304,ASSAM & MEGHALAYA,1965
2789.3,164.3,518.2,11.4,23.6,20,507.1,780.5,43.6,2053.9,36.1,323.7,524.1,31.8,1,124.5,167.7,248.1,ASSAM & MEGHALAYA,1966
2123.4,112,258.9,4.2,37.3,11.4,497.7,395.7,48.8,1452.9,105.9,287.5,505.4,14.5,1,97.6,116.3,300.6,ASSAM & MEGHALAYA,1967
2530.8,170.8,346,2.3,19.8,22.9,494.1,595,42.7,1666.8,78.2,432.3,681.3,23.9,1,113.8,140,231.7,ASSAM & MEGHALAYA,1968
2332.2,178.7,446.7,1.8,1.8,27.4,461.1,567.2,29.2,1660.3,99.7,254.1,532.4,27.5,1,80.9,110.2,185.4,ASSAM & MEGHALAYA,1969
3048.4,204.8,389.2,0.1,35.8,47,475.3,658.3,82.8,1913.5,89.7,493.4,787.9,17.8,1,246.4,264.3,390.7,ASSAM & MEGHALAYA,1970
2315.1,142.9,474.8,12.1,18.4,36.9,407.9,437.1,55.3,1551.3,37.6,236.3,416.8,80,1,199.5,291.6,231.6,ASSAM & MEGHALAYA,1971
2379.1,260.3,271,5.3,39.6,18,441,576.2,57.6,1515.3,99.3,339.3,698.9,2.9,1,99.1,107.3,227.1,ASSAM & MEGHALAYA,1972
2672.1,252.1,395,35.3,82.8,9.8,364.6,634.4,92.6,1742.6,28.9,324.5,605.5,67.4,1,128.7,231.4,348.6,ASSAM & MEGHALAYA,1973
3403.5,255.8,510.9,2.3,11.4,31.6,789.3,627,43,2356.3,78.7,369.4,703.8,27.1,1,271,300.4,429.1,ASSAM & MEGHALAYA,1974
2270.6,227.9,314.8,5.8,22.3,10,522.4,337.6,32.3,1473.9,18.8,321.2,567.9,18,1,172.7,196.5,299.1,ASSAM & MEGHALAYA,1975
1956,139.4,358.5,3.1,36.3,5.7,390.5,509.7,42.1,1407.8,92.6,179.5,411.5,24.3,1,67.3,94.6,149.1,ASSAM & MEGHALAYA,1976
2616.6,375.1,461.9,21.8,16.2,9.1,461.3,405,25.2,1505.2,74.4,391.6,841.1,47.7,1,175.7,245.2,176.9,ASSAM & MEGHALAYA,1977
2011.9,100.9,255.8,0.6,8.2,5,444,506.6,13.2,1478.2,44.3,253.7,399,55.9,1,65,121.6,271.8,ASSAM & MEGHALAYA,1978
2188.5,93.8,252.4,36.2,8.7,3.3,640.1,307.8,12,1542.6,38.2,225.6,357.7,23.4,1,216.6,276.3,342.3,ASSAM & MEGHALAYA,1979
2289.2,173.2,417.8,0.6,36.3,13.1,460,389.5,49.3,1537.1,96.9,289.4,559.6,1,1,141.6,143.2,269.8,ASSAM & MEGHALAYA,1980
2079.3,152.1,340.7,36.1,30.7,29.6,543.5,273.1,60.3,1431.8,91,251.5,494.6,9,1,47.5,92.7,274.5,ASSAM & MEGHALAYA,1981
2382.2,254.3,377.2,16.4,31.1,1.8,539.9,517.2,32.9,1720.6,50.6,215.5,520.4,29.9,1,62,108.3,286.4,ASSAM & MEGHALAYA,1982
2620,165.9,450.2,24,37.8,16.4,582.9,362,54.2,1844.2,90,278.2,534.1,7,1,156.7,187.6,449.1,ASSAM & MEGHALAYA,1983
3157,202.8,360.7,22.2,7.2,22.4,995.2,478.5,29.7,2292.5,28.6,416,647.4,5.7,1,159.6,187.5,458,ASSAM & MEGHALAYA,1984
2801.6,268.1,349.4,19.7,32.3,8.7,714.6,496,41,1895.1,152.6,335,755.7,15.8,1,74.4,109.9,335.1,ASSAM & MEGHALAYA,1985
2592.8,282.8,416.4,7.4,11.7,16.4,465,404.2,28.1,1726.6,28,159.7,470.6,59.5,1,300.5,367.5,441.1,ASSAM & MEGHALAYA,1986
2921.4,197.6,433,11.9,27.8,8.8,766.5,525.8,36.5,2170.6,110.4,199,506.9,37.6,1,157.8,207.3,445.4,ASSAM & MEGHALAYA,1987
3261.7,157.9,773.4,5.9,46.1,7.3,644.2,403.8,53.4,2151,82.3,568.6,808.9,74.3,1,168.3,248.5,329.6,ASSAM & MEGHALAYA,1988
2682.1,183.4,267.9,6.5,51.6,10.5,747,488.8,62,1929.5,30.4,260.1,473.8,16.2,1,194.1,216.8,425.8,ASSAM & MEGHALAYA,1989
2771.2,333.7,348.8,5.2,46.9,19.2,446.4,513.8,66.1,1750.2,96.7,304.1,734.4,7,1,208.3,220.5,441.1,ASSAM & MEGHALAYA,1990
2838,175.7,388.2,41.1,30.2,13.7,440.5,517.8,43.9,1783.8,62.1,495.8,733.6,9.4,1,226.2,276.7,437.3,ASSAM & MEGHALAYA,1991
2259.8,114.5,339.3,12.1,46.3,14.7,491.4,450.9,61.1,1578.5,62,292.3,468.8,14.3,1,125,151.4,296.9,ASSAM & MEGHALAYA,1992
2879.2,138.5,477.5,2,96.9,73.3,576.9,619.5,170.2,1969.9,86.1,374,598.6,8.2,1,130.3,140.5,296,ASSAM & MEGHALAYA,1993
2121.3,161.3,308.7,15.4,42.5,26.6,308.6,477.6,69.1,1273.4,157.2,282,600.5,15.9,1,147,178.3,178.5,ASSAM & MEGHALAYA,1994
2886.1,145.7,543.3,7.1,39.7,8.7,558.4,663.3,48.5,2169,42,299.1,486.8,94,1,80.7,181.8,404,ASSAM & MEGHALAYA,1995
2466.9,99.2,421.8,0.2,23.2,12.8,499.6,397.7,36,1543.5,101.6,415.6,616.4,3.5,1,267.2,271,224.4,ASSAM & MEGHALAYA,1996
2372.2,131.9,315.5,35.4,40.7,18.2,511.2,569.9,58.9,1763.4,91.8,241.8,465.6,12.6,1,36.4,84.3,366.8,ASSAM & MEGHALAYA,1997
2803.1,185.7,549.5,0.4,31.5,11.8,604.4,581.2,43.4,1947.4,136.8,250.6,573.1,48.9,1,190,239.2,212.3,ASSAM & MEGHALAYA,1998
2594.2,150.6,487.5,2.3,0.5,2.4,596.7,429,2.9,1710.2,38.7,466.8,656.1,14.1,1,208.6,225,196.9,ASSAM & MEGHALAYA,1999
2487,238.5,513.2,0.4,13.7,20.5,313.3,540.2,34.2,1666.6,65.9,375.1,679.5,22.2,1,83.9,106.6,299.9,ASSAM & MEGHALAYA,2000
2178.4,198.6,295.6,2.3,39.7,5.5,451.1,399.8,45.2,1413.2,30.9,266.4,495.8,20.5,1,201.4,224.2,266.8,ASSAM & MEGHALAYA,2001
2392.7,279.9,312.5,7.9,5.7,20.2,565.1,502.5,25.9,1589.8,83.3,286.9,650.2,69.4,1,49.5,126.8,209.7,ASSAM & MEGHALAYA,2002
2434.1,213.8,290.7,18.6,41.5,9.5,481.2,551.4,51,1573.3,96.9,235.8,546.5,13,1,231.8,263.4,250,ASSAM & MEGHALAYA,2003
2994.3,340.8,286.2,6.6,19.5,15.3,848.4,397.9,34.8,1849.7,72.8,342.2,755.9,6.5,1,340.8,353.9,317.2,ASSAM & MEGHALAYA,2004
2468.3,207.5,501.9,1.3,30.5,22.8,474.5,373.9,53.3,1525.2,172.2,281.2,660.9,8.9,1,218.6,228.9,174.9,ASSAM & MEGHALAYA,2005
1898.6,169,209.7,10.7,40.9,0.7,350.3,395.9,41.5,1208.1,20.8,325.7,515.5,25.1,1,97.6,133.5,252.3,ASSAM & MEGHALAYA,2006
2752.8,242.7,308,4,73.7,1.5,682.7,489.7,75.2,1975.1,23.5,219.8,486.1,47.7,1,164.7,216.4,494.7,ASSAM & MEGHALAYA,2007
2339.7,156.2,508.6,1.6,14.5,29.7,493.2,414.6,44.2,1683.9,107.5,210.6,474.4,2.2,1,133.4,137.2,267.5,ASSAM & MEGHALAYA,2008
2068.2,134.9,533.8,4,11.6,7.9,426.3,321.1,19.5,1473.5,44.9,246.5,426.2,9,1,135.9,149,192.3,ASSAM & MEGHALAYA,2009
